010.000.0101.00	inhibe	 la síntesis de prostaglandinas
010.000.6021.00	tieneGeneralidad	y
010.000.6021.00	tieneGeneralidad	se
010.000.6021.00	administra	 asociados
010.000.6021.00	administra	 eficacia
010.000.2188.00	tieneGeneralidad	  , el bromuro de ipratropio
010.000.2190.00	tieneGeneralidad	  , el bromuro de ipratropio
010.000.2190.01	tieneGeneralidad	  , el bromuro de ipratropio
010.000.2188.00	actúaSobre	 receptores muscarínicos
010.000.2190.00	actúaSobre	 receptores muscarínicos
010.000.2190.01	actúaSobre	 receptores muscarínicos
010.000.6022.00	tieneGeneralidad	y
010.000.6022.00	tieneGeneralidad	)
010.000.6022.00	tieneGeneralidad	como
010.000.6022.00	tieneGeneralidad	  , fibrosis
010.000.6022.00	tieneGeneralidad	  , hipertrofia e
010.000.6022.00	tieneGeneralidad	.
010.000.6022.00	tieneGeneralidad	enfermedad como la
010.000.6022.00	tieneGeneralidad	está
010.000.4329.00	tieneGeneralidad	selectivo
010.000.4330.00	tieneGeneralidad	selectivo
010.000.4335.00	tieneGeneralidad	selectivo
010.000.4335.01	tieneGeneralidad	selectivo
010.000.4335.02	tieneGeneralidad	selectivo
010.000.4329.00	tieneGeneralidad	oral
010.000.4330.00	tieneGeneralidad	oral
010.000.4335.00	tieneGeneralidad	oral
010.000.4335.01	tieneGeneralidad	oral
010.000.4335.02	tieneGeneralidad	oral
010.000.0082.00	tieneGeneralidad	  , se
010.000.0083.00	tieneGeneralidad	  , se
010.000.0084.00	tieneGeneralidad	  , se
010.000.6067.00	tieneGeneralidad	es
010.000.6068.00	tieneGeneralidad	es
010.000.6067.00	tieneGeneralidad	  , oral
010.000.6068.00	tieneGeneralidad	  , oral
010.000.6067.00	bloquea	 los receptores del factor crecimiento derivado plaquetas pdgfr
010.000.6068.00	bloquea	 los receptores del factor crecimiento derivado plaquetas pdgfr
010.000.4340.00	uneA	 la ige
010.000.6069.00	tieneGeneralidad	como
010.000.6069.00	tieneGeneralidad	  ,
010.000.6069.00	tieneGeneralidad	y
010.000.6069.00	tieneGeneralidad	  ,
010.000.6069.00	tieneGeneralidad	está
010.000.6069.00	tieneGeneralidad	que
010.000.6069.00	cursaCon	fibrosis
010.000.6103.00	tieneGeneralidad	es
010.000.6104.00	tieneGeneralidad	es
010.000.6105.00	tieneGeneralidad	es
010.000.6106.00	tieneGeneralidad	es
010.000.6107.00	tieneGeneralidad	es
010.000.6103.00	tieneGeneralidad	)
010.000.6104.00	tieneGeneralidad	)
010.000.6105.00	tieneGeneralidad	)
010.000.6106.00	tieneGeneralidad	)
010.000.6107.00	tieneGeneralidad	)
010.000.6103.00	tieneGeneralidad	)
010.000.6104.00	tieneGeneralidad	)
010.000.6105.00	tieneGeneralidad	)
010.000.6106.00	tieneGeneralidad	)
010.000.6107.00	tieneGeneralidad	)
010.000.6103.00	uneA	 la gcs
010.000.6104.00	uneA	 la gcs
010.000.6105.00	uneA	 la gcs
010.000.6106.00	uneA	 la gcs
010.000.6107.00	uneA	 la gcs
010.000.0439.00	tieneGeneralidad	β
010.000.0439.00	tieneGeneralidad	  ,
010.000.0439.00	tieneGeneralidad	útero
010.000.0439.00	tieneGeneralidad	.
010.000.0441.00	tieneGeneralidad	beta 2
010.000.0441.00	tieneGeneralidad	;
010.000.0441.00	inhibe	 mediadores
010.000.0441.00	inhibe	derivados de
010.000.0441.00	inhibe	 mastocitos
010.000.0442.00	tieneGeneralidad	12
010.000.0447.00	tieneGeneralidad	12
010.000.0443.00	tieneGeneralidad	12
010.000.0442.00	tieneGeneralidad	)
010.000.0447.00	tieneGeneralidad	)
010.000.0443.00	tieneGeneralidad	)
010.000.0442.00	posee	 una cadena
010.000.0447.00	posee	 una cadena
010.000.0443.00	posee	 una cadena
010.000.0442.00	posee	lateral
010.000.0447.00	posee	lateral
010.000.0443.00	posee	lateral
010.000.5845.00	tieneGeneralidad	es
010.000.5845.00	tieneGeneralidad	y
010.000.5845.00	tieneGeneralidad	)
010.000.5845.00	tieneGeneralidad	5
010.000.5845.00	tieneGeneralidad	)
010.000.5845.00	tieneGeneralidad	.
010.000.5845.00	tieneGeneralidad	del
010.000.5845.00	tieneGeneralidad	también
010.000.5845.00	observaEn	 la vasculatura
010.000.5845.00	observaEn	pulmonar
010.000.4312.02	tieneGeneralidad	)
010.000.4312.03	tieneGeneralidad	)
010.000.4312.02	tieneGeneralidad	5
010.000.4312.03	tieneGeneralidad	5
010.000.4312.02	tieneGeneralidad	)
010.000.4312.03	tieneGeneralidad	)
010.000.0432.00	relaja	 el músculo liso bronquial al unirse con receptores adrenérgicos
010.000.0438.00	relaja	 el músculo liso bronquial al unirse con receptores adrenérgicos
010.000.0432.00	relaja	beta
010.000.0438.00	relaja	beta
010.000.2262.00	tieneGeneralidad	.
010.000.2263.00	tieneGeneralidad	.
010.000.2262.00	tieneGeneralidad	la
010.000.2263.00	tieneGeneralidad	la
010.000.2262.00	tieneGeneralidad	relaja
010.000.2263.00	tieneGeneralidad	relaja
010.000.2262.00	relaja	 la musculatura lisa bronquial
010.000.2263.00	relaja	 la musculatura lisa bronquial
010.000.0085.00	tieneGeneralidad	de
010.000.0086.00	tieneGeneralidad	de
010.000.0085.00	tieneGeneralidad	ventral
010.000.0086.00	tieneGeneralidad	ventral
010.000.0085.00	tieneGeneralidad	cerebral
010.000.0086.00	tieneGeneralidad	cerebral
010.000.0085.00	alivia	síntomas
010.000.0086.00	alivia	síntomas
010.000.4331.00	tieneGeneralidad	selectivo
010.000.4331.01	tieneGeneralidad	selectivo
010.000.2620.00	aumenta	 la concentración de gaba
040.000.2608.00	estabiliza	 la membrana neuronal
040.000.2164.00	estabiliza	 la membrana neuronal
040.000.2609.00	estabiliza	 la membrana neuronal
010.000.5352.00	tieneGeneralidad	su
010.000.5352.00	tieneGeneralidad	Activo
010.000.5352.00	tieneGeneralidad	 tricloroetanol
040.000.3213.00	tieneGeneralidad	que
040.000.3213.00	produce	 diversos grados de depresión
040.000.3215.00	tieneGeneralidad	que
040.000.0202.00	tieneGeneralidad	que
010.000.2671.00	tieneGeneralidad	y
010.000.2671.00	tieneGeneralidad	que
010.000.2671.00	produce	 estimulación directa músculo liso
010.000.2671.00	produce	vascular
040.000.2673.00	tieneGeneralidad	que
010.000.0525.00	estabiliza	 la membrana neuronal
010.000.2610.00	estabiliza	 la membrana neuronal
010.000.2611.00	estabiliza	 la membrana neuronal
010.000.2624.00	estabiliza	 la membrana neuronal
040.000.2619.00	estabiliza	 la membrana neuronal
040.000.2601.00	estabiliza	 la membrana neuronal
040.000.2602.00	estabiliza	 la membrana neuronal
010.000.2607.00	estabiliza	 la membrana neuronal
010.000.2606.00	estabiliza	 la membrana neuronal
010.000.2623.00	aumenta	 la concentración de gaba
010.000.2622.00	aumenta	 la concentración de gaba
010.000.5359.00	aumenta	 la concentración de gaba
010.000.5488.00	tieneGeneralidad	valproico
010.000.2630.00	tieneGeneralidad	valproico
010.000.5488.00	tieneGeneralidad	cuya
010.000.2630.00	tieneGeneralidad	cuya
010.000.5488.00	tieneGeneralidad	está
010.000.2630.00	tieneGeneralidad	está
010.000.4363.00	tieneGeneralidad	por
010.000.6036.00	tieneGeneralidad	por
010.000.4363.00	tieneGeneralidad	ejerce
010.000.6036.00	tieneGeneralidad	ejerce
010.000.4363.00	ejerce	 su efecto pacientes
010.000.6036.00	ejerce	 su efecto pacientes
010.000.5900.00	tieneGeneralidad	es
010.000.5900.00	tieneGeneralidad	de
010.000.5900.00	tieneGeneralidad	y
010.000.5900.00	tieneGeneralidad	que
010.000.5900.00	media	 la vasoconstricción de ciertos vasos craneales
010.000.3307.00	tieneGeneralidad	transporte de
010.000.3308.00	tieneGeneralidad	transporte de
010.000.3309.00	tieneGeneralidad	transporte de
010.000.3307.00	tieneGeneralidad	o
010.000.3308.00	tieneGeneralidad	o
010.000.3309.00	tieneGeneralidad	o
010.000.3307.00	tieneGeneralidad	o
010.000.3308.00	tieneGeneralidad	o
010.000.3309.00	tieneGeneralidad	o
010.000.3307.00	tieneGeneralidad	.
010.000.3308.00	tieneGeneralidad	.
010.000.3309.00	tieneGeneralidad	.
040.000.2652.00	disminuye	 la actividad colinérgica central
040.000.2653.00	disminuye	 la actividad colinérgica central
040.000.2612.00	tieneGeneralidad	que
040.000.2613.00	tieneGeneralidad	que
040.000.2612.00	favorece	 la acción inhibitoria del gaba
040.000.2613.00	favorece	 la acción inhibitoria del gaba
010.000.6048.00	tieneGeneralidad	mediante
010.000.6081.00	tieneGeneralidad	mediante
010.000.6048.00	tieneGeneralidad	ejerce
010.000.6081.00	tieneGeneralidad	ejerce
010.000.6048.00	ejerce	efectos
010.000.6081.00	ejerce	efectos
010.000.3400.00	tieneGeneralidad	inhibe
010.000.3400.00	inhibe	agregación
010.000.4364.00	tieneGeneralidad	.
010.000.4364.01	tieneGeneralidad	.
010.000.4365.00	tieneGeneralidad	.
010.000.4365.01	tieneGeneralidad	.
010.000.4364.00	tieneGeneralidad	la
010.000.4364.01	tieneGeneralidad	la
010.000.4365.00	tieneGeneralidad	la
010.000.4365.01	tieneGeneralidad	la
010.000.4364.00	tieneGeneralidad	Enfermedad de alzheimer
010.000.4364.01	tieneGeneralidad	Enfermedad de alzheimer
010.000.4365.00	tieneGeneralidad	Enfermedad de alzheimer
010.000.4365.01	tieneGeneralidad	Enfermedad de alzheimer
010.000.4366.00	tieneGeneralidad	  de los receptores vasculares
010.000.4367.00	tieneGeneralidad	  de los receptores vasculares
010.000.4366.00	tieneGeneralidad	5ht1b
010.000.4367.00	tieneGeneralidad	5ht1b
010.000.4366.00	tieneGeneralidad	5ht1p
010.000.4367.00	tieneGeneralidad	5ht1p
010.000.4366.00	tieneGeneralidad	para
010.000.4367.00	tieneGeneralidad	para
010.000.4366.00	constriñe	 los vasos sanguíneos craneales
010.000.4367.00	constriñe	 los vasos sanguíneos craneales
010.000.2655.00	tieneGeneralidad	que
010.000.2655.00	incrementa	concentraciones
010.000.5815.00	tieneGeneralidad	de
010.000.5815.00	tieneGeneralidad	Receptores de
010.000.5815.00	tieneGeneralidad	 la esfingosina-1-fosfato
010.000.5815.00	tieneGeneralidad	bloquea
010.000.5815.00	bloquea	 la capacidad
010.000.5815.00	bloquea	linfocitos
010.000.5353.00	tieneGeneralidad	calcio
010.000.4359.00	tieneGeneralidad	)
010.000.4359.00	incrementa	descarga
010.000.4464.00	tieneGeneralidad	  ,
010.000.4464.01	tieneGeneralidad	  ,
010.000.4464.02	tieneGeneralidad	  ,
010.000.4464.03	tieneGeneralidad	  ,
010.000.4465.00	tieneGeneralidad	  ,
010.000.4465.01	tieneGeneralidad	  ,
010.000.4465.02	tieneGeneralidad	  ,
010.000.4465.03	tieneGeneralidad	  ,
010.000.4464.00	tieneGeneralidad	y
010.000.4464.01	tieneGeneralidad	y
010.000.4464.02	tieneGeneralidad	y
010.000.4464.03	tieneGeneralidad	y
010.000.4465.00	tieneGeneralidad	y
010.000.4465.01	tieneGeneralidad	y
010.000.4465.02	tieneGeneralidad	y
010.000.4465.03	tieneGeneralidad	y
010.000.4464.00	tieneGeneralidad	.
010.000.4464.01	tieneGeneralidad	.
010.000.4464.02	tieneGeneralidad	.
010.000.4464.03	tieneGeneralidad	.
010.000.4465.00	tieneGeneralidad	.
010.000.4465.01	tieneGeneralidad	.
010.000.4465.02	tieneGeneralidad	.
010.000.4465.03	tieneGeneralidad	.
010.000.4464.00	aumenta	 las acciones intrínsecas de la acetilcolina sobre el receptor nicotínico
010.000.4464.01	aumenta	 las acciones intrínsecas de la acetilcolina sobre el receptor nicotínico
010.000.4464.02	aumenta	 las acciones intrínsecas de la acetilcolina sobre el receptor nicotínico
010.000.4464.03	aumenta	 las acciones intrínsecas de la acetilcolina sobre el receptor nicotínico
010.000.4465.00	aumenta	 las acciones intrínsecas de la acetilcolina sobre el receptor nicotínico
010.000.4465.01	aumenta	 las acciones intrínsecas de la acetilcolina sobre el receptor nicotínico
010.000.4465.02	aumenta	 las acciones intrínsecas de la acetilcolina sobre el receptor nicotínico
010.000.4465.03	aumenta	 las acciones intrínsecas de la acetilcolina sobre el receptor nicotínico
010.000.5237.00	tieneGeneralidad	  ,
010.000.5237.01	tieneGeneralidad	  ,
010.000.5237.02	tieneGeneralidad	  ,
010.000.5237.03	tieneGeneralidad	  ,
010.000.5250.00	tieneGeneralidad	  ,
010.000.5250.01	tieneGeneralidad	  ,
010.000.5250.02	tieneGeneralidad	  ,
010.000.5254.00	tieneGeneralidad	  ,
010.000.5254.01	tieneGeneralidad	  ,
010.000.5251.00	tieneGeneralidad	  ,
010.000.5237.00	tieneGeneralidad	antiproliferativo
010.000.5237.01	tieneGeneralidad	antiproliferativo
010.000.5237.02	tieneGeneralidad	antiproliferativo
010.000.5237.03	tieneGeneralidad	antiproliferativo
010.000.5250.00	tieneGeneralidad	antiproliferativo
010.000.5250.01	tieneGeneralidad	antiproliferativo
010.000.5250.02	tieneGeneralidad	antiproliferativo
010.000.5254.00	tieneGeneralidad	antiproliferativo
010.000.5254.01	tieneGeneralidad	antiproliferativo
010.000.5251.00	tieneGeneralidad	antiproliferativo
010.000.5660.00	tieneGeneralidad	preciso
010.000.5661.00	tieneGeneralidad	preciso
010.000.5662.00	tieneGeneralidad	preciso
010.000.5663.00	tieneGeneralidad	preciso
010.000.5664.00	tieneGeneralidad	preciso
010.000.5660.00	tieneGeneralidad	ejerce
010.000.5661.00	tieneGeneralidad	ejerce
010.000.5662.00	tieneGeneralidad	ejerce
010.000.5663.00	tieneGeneralidad	ejerce
010.000.5664.00	tieneGeneralidad	ejerce
010.000.5660.00	ejerce	 su efecto antiepiléptico en humanos
010.000.5661.00	ejerce	 su efecto antiepiléptico en humanos
010.000.5662.00	ejerce	 su efecto antiepiléptico en humanos
010.000.5663.00	ejerce	 su efecto antiepiléptico en humanos
010.000.5664.00	ejerce	 su efecto antiepiléptico en humanos
010.000.5358.00	tieneGeneralidad	de
010.000.5356.00	tieneGeneralidad	de
010.000.5358.00	produce	bloqueo
010.000.5356.00	produce	bloqueo
010.000.2617.00	tieneGeneralidad	exacto
010.000.2618.00	tieneGeneralidad	exacto
010.000.2616.00	tieneGeneralidad	exacto
010.000.2617.00	ejerce	 su efecto antiepiléptico
010.000.2618.00	ejerce	 su efecto antiepiléptico
010.000.2616.00	ejerce	 su efecto antiepiléptico
040.000.2654.00	tieneGeneralidad	que
040.000.2657.00	tieneGeneralidad	que
040.000.2657.01	tieneGeneralidad	que
040.000.2654.00	incrementa	concentraciones
040.000.2657.00	incrementa	concentraciones
040.000.2657.01	incrementa	concentraciones
040.000.5351.00	tieneGeneralidad	que
040.000.4470.00	tieneGeneralidad	que
040.000.4470.01	tieneGeneralidad	que
040.000.4471.00	tieneGeneralidad	que
040.000.4471.01	tieneGeneralidad	que
040.000.4472.00	tieneGeneralidad	que
040.000.4472.01	tieneGeneralidad	que
040.000.5351.00	disminuye	 la actividad motora
040.000.4470.00	disminuye	 la actividad motora
040.000.4470.01	disminuye	 la actividad motora
040.000.4471.00	disminuye	 la actividad motora
040.000.4471.01	disminuye	 la actividad motora
040.000.4472.00	disminuye	 la actividad motora
040.000.4472.01	disminuye	 la actividad motora
010.000.5257.00	tieneGeneralidad	es
010.000.5257.00	tieneGeneralidad	y
010.000.5257.00	uneA	 la subunidad
010.000.5257.00	uneA	alfa
010.000.5354.00	tieneGeneralidad	vascular
010.000.5354.00	alivia	 el vaso
010.000.2626.00	estabiliza	membranas
010.000.2627.00	estabiliza	membranas
010.000.2626.00	estabiliza	 neuronales hiperexcitables
010.000.2627.00	estabiliza	 neuronales hiperexcitables
040.000.3247.00	tieneGeneralidad	.
040.000.3247.00	tieneGeneralidad	inhibe
040.000.3247.00	inhibe	 la zona quimiorreceptora bulbar
010.000.2662.00	inhibe	 la biotransformación de acetilcolina en el espacio sináptico
010.000.2649.00	estimula	receptores de
010.000.2650.00	estimula	receptores de
010.000.2649.00	estimula	dopamina
010.000.2650.00	estimula	dopamina
010.000.4356.00	tieneGeneralidad	se
010.000.4356.01	tieneGeneralidad	se
010.000.4358.00	tieneGeneralidad	se
010.000.4358.01	tieneGeneralidad	se
010.000.4356.00	uneA	 la subunidad auxiliar proteína 2-
010.000.4356.01	uneA	 la subunidad auxiliar proteína 2-
010.000.4358.00	uneA	 la subunidad auxiliar proteína 2-
010.000.4358.01	uneA	 la subunidad auxiliar proteína 2-
010.000.5665.00	tieneGeneralidad	tipo b
010.000.5665.00	provoca	aumento de
010.000.5665.00	provoca	niveles
010.000.4379.00	tieneGeneralidad	cerebral
010.000.4380.00	tieneGeneralidad	cerebral
010.000.4379.00	tieneGeneralidad	Cerebral
010.000.4380.00	tieneGeneralidad	Cerebral
010.000.4360.00	tieneGeneralidad	selectivo
010.000.4360.01	tieneGeneralidad	selectivo
010.000.4360.00	tieneGeneralidad	cuya
010.000.4360.01	tieneGeneralidad	cuya
010.000.4360.00	tieneGeneralidad	disminuye
010.000.4360.01	tieneGeneralidad	disminuye
010.000.4360.00	disminuye	 la dilatación de los vasos dura madre
010.000.4360.01	disminuye	 la dilatación de los vasos dura madre
010.000.2640.00	tieneGeneralidad	es
010.000.2641.00	tieneGeneralidad	es
010.000.2641.01	tieneGeneralidad	es
010.000.2641.02	tieneGeneralidad	es
010.000.2642.00	tieneGeneralidad	es
010.000.2642.01	tieneGeneralidad	es
010.000.2643.00	tieneGeneralidad	es
010.000.2643.01	tieneGeneralidad	es
010.000.2640.00	tieneGeneralidad	no
010.000.2641.00	tieneGeneralidad	no
010.000.2641.01	tieneGeneralidad	no
010.000.2641.02	tieneGeneralidad	no
010.000.2642.00	tieneGeneralidad	no
010.000.2642.01	tieneGeneralidad	no
010.000.2643.00	tieneGeneralidad	no
010.000.2643.01	tieneGeneralidad	no
010.000.2640.00	tieneGeneralidad	la
010.000.2641.00	tieneGeneralidad	la
010.000.2641.01	tieneGeneralidad	la
010.000.2641.02	tieneGeneralidad	la
010.000.2642.00	tieneGeneralidad	la
010.000.2642.01	tieneGeneralidad	la
010.000.2643.00	tieneGeneralidad	la
010.000.2643.01	tieneGeneralidad	la
010.000.2640.00	tieneGeneralidad	favorable
010.000.2641.00	tieneGeneralidad	favorable
010.000.2641.01	tieneGeneralidad	favorable
010.000.2641.02	tieneGeneralidad	favorable
010.000.2642.00	tieneGeneralidad	favorable
010.000.2642.01	tieneGeneralidad	favorable
010.000.2643.00	tieneGeneralidad	favorable
010.000.2643.01	tieneGeneralidad	favorable
010.000.2640.00	tieneGeneralidad	  ,
010.000.2641.00	tieneGeneralidad	  ,
010.000.2641.01	tieneGeneralidad	  ,
010.000.2641.02	tieneGeneralidad	  ,
010.000.2642.00	tieneGeneralidad	  ,
010.000.2642.01	tieneGeneralidad	  ,
010.000.2643.00	tieneGeneralidad	  ,
010.000.2643.01	tieneGeneralidad	  ,
010.000.2640.00	tieneGeneralidad	y
010.000.2641.00	tieneGeneralidad	y
010.000.2641.01	tieneGeneralidad	y
010.000.2641.02	tieneGeneralidad	y
010.000.2642.00	tieneGeneralidad	y
010.000.2642.01	tieneGeneralidad	y
010.000.2643.00	tieneGeneralidad	y
010.000.2643.01	tieneGeneralidad	y
010.000.2640.00	tieneGeneralidad	-
010.000.2641.00	tieneGeneralidad	-
010.000.2641.01	tieneGeneralidad	-
010.000.2641.02	tieneGeneralidad	-
010.000.2642.00	tieneGeneralidad	-
010.000.2642.01	tieneGeneralidad	-
010.000.2643.00	tieneGeneralidad	-
010.000.2643.01	tieneGeneralidad	-
010.000.4357.00	tieneGeneralidad	que
010.000.4357.00	localizaEn	 la musculatura lisa de los vasos sanguíneos
010.000.6092.00	tieneGeneralidad	inhibe
010.000.6092.00	inhibeDe	 manera selectiva
010.000.5363.00	tieneGeneralidad	el
010.000.5363.01	tieneGeneralidad	el
010.000.5365.00	tieneGeneralidad	el
010.000.5365.01	tieneGeneralidad	el
010.000.5366.00	tieneGeneralidad	el
010.000.5363.00	tieneGeneralidad	los
010.000.5363.01	tieneGeneralidad	los
010.000.5365.00	tieneGeneralidad	los
010.000.5365.01	tieneGeneralidad	los
010.000.5366.00	tieneGeneralidad	los
010.000.5363.00	tieneGeneralidad	de
010.000.5363.01	tieneGeneralidad	de
010.000.5365.00	tieneGeneralidad	de
010.000.5365.01	tieneGeneralidad	de
010.000.5366.00	tieneGeneralidad	de
010.000.5363.00	favorece	 la acción inhibitoria del gaba
010.000.5363.01	favorece	 la acción inhibitoria del gaba
010.000.5365.00	favorece	 la acción inhibitoria del gaba
010.000.5365.01	favorece	 la acción inhibitoria del gaba
010.000.5366.00	favorece	 la acción inhibitoria del gaba
010.000.4362.00	sintetizaEn	 el citoplasma del clostridium botulinum
010.000.4352.00	sintetizaEn	 el citoplasma del clostridium botulinum
010.000.5666.00	sintetizaEn	 el citoplasma del clostridium botulinum
040.000.2651.00	disminuye	 la actividad neuronal del sistema colinérgico
010.000.5471.00	tieneGeneralidad	valproico
010.000.5471.00	tieneGeneralidad	cuya
010.000.5471.00	tieneGeneralidad	está
010.000.5355.00	tieneGeneralidad	se
010.000.5355.00	atribuyeA	 la inhibición enzimatica
010.000.4361.00	tieneGeneralidad	selectivo
010.000.4361.01	tieneGeneralidad	selectivo
010.000.4361.00	tieneGeneralidad	  , con la
010.000.4361.01	tieneGeneralidad	  , con la
010.000.4361.00	tieneGeneralidad	e
010.000.4361.01	tieneGeneralidad	e
010.000.4361.00	tieneGeneralidad	.
010.000.4361.01	tieneGeneralidad	.
010.000.2172.00	lubrica	 la conjuntiva
010.000.2172.00	lubrica	ocular
010.000.2821.00	inhibe	 la síntesis proteica
